Type:,Filename:,Part:,Our Vals:,Notes:,Discrepancy Type:,Discrepancy Notes:,Annotator:
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,140,Entity vals: ['20']
FN,BC546-D,BC547C,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651TC,100,Entity vals: ['60']
FN,BC546-D,BC546BRL1,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651,40,Entity parts: {'FZT651TC': ['60']}
FN,BC546-D,BC547BG,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODS13249-1,BC817,100,"Entity parts: {'BC817-16': ['25', '45']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92L,225,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA42,500,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT1G,150,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,50,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,ONSEMICONDUCTOR_2N3442G,2N3442G,10,Entity vals: ['140']
FN,BC546-D,BC547BRL1G,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,1.5,Entity parts: {'ZXTP718MATC': ['20']}
FN,SANKEN_STD01N,STD01P,-55,"Entity parts: {'STD01': ['150', '30']}"
FN,BC546-D,BC548BRL1G,200,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,3,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,DIODESINCORPORATED_ZTX603STZ,ZTX603,200,"Entity parts: {'ZTX602': ['60', '80']}"
FN,DIODESINCORPORATED_ZTX603STZ,ZTX603,100,"Entity parts: {'ZTX602': ['60', '80']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,200,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13,N,Entity parts: {'2DA1213Y-13R': ['50']}
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA42,NPN,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,MICROSEMICORPORATION_2N2484UB,2N2484UBC,6.0,Entity parts: {'2N2484UA': ['60']}
FN,ONSEMICONDUCTOR_NSS20600CF8T1G,NSS20600CF8T1G,180,Entity vals: ['20']
FN,DIODESINCORPORATED_FCX690BTA,FCX690BTA,150,Entity parts: {'FCX690B-13R': ['45']}
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,-55,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_FCX690BTA,FCX690B-13R,150,Entity vals: ['45']
FN,CSEMS05382-1,BC547,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B-13R,-55,Entity vals: ['45']
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,150,Entity vals: ['80']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13,150,Entity parts: {'2DA1213Y-13R': ['50']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP,PNP,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CSEMS05382-1,BC547A,150,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_BC489G,BC489A,625,Entity parts: {'BC489RL1G': ['80']}
FN,BC546-D,BC547BG,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA65,150,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,50,Entity parts: {'AP02002': ['400']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT3G,500,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,BC546-D,BC547CZL1G,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651TA,70,Entity parts: {'FZT651TC': ['60']}
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634QTA,-55,Entity vals: ['100']
FN,DIODESINCORPORATED_FZT758TC,FZT758,7,Entity parts: {'AP02002': ['400']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92L,500,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634QTA,NPN,Entity vals: ['100']
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,1.5,Entity vals: ['80']
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP-HF,625,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O,2,Entity parts: {'2DA1213Y-13R': ['50']}
FN,ONSEMICONDUCTOR_BC489G,BC489AG,N,Entity parts: {'BC489RL1G': ['80']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODS13249-1,BC818-25,-55,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,150,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP-HF,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP-HF,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13,20,Entity parts: {'2DA1213Y-13R': ['50']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA66,8.0,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,SANKEN_2SC5100,2SC5100,50,Entity parts: {'2SC510': ['120']}
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,1.5,Entity parts: {'AP02002': ['150']}
FN,DIODESINCORPORATED_2DD26527,2DD2652-7,150,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,NPN,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,ONSEMICONDUCTOR_BC489G,BC489A,150,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,PNP,Entity parts: {'AP02002': ['150']}
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA42,300,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CGTA,5.5,Entity parts: {'ZXTN19100C': ['100']}
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,NPN,"Entity parts: {'MJE210': ['100', '400']}"
FN,BC546-D,BC546BRL1,200,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06WT1G,-55,Entity parts: {'MMBTA06WT1': ['80']}
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,1.5,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,DIODESINCORPORATED_FZT651TC,FZT651TC,N,Entity vals: ['60']
FN,NXPUSAINC_PN2222A116,PN2222A-AP,500,Entity parts: {'PN2907A': ['40']}
FN,DIODS13249-1,BC817-40,NPN,"Entity parts: {'BC817-16': ['25', '45']}"
FN,SANKEN_2SC5100,2SC5100,-55,Entity parts: {'2SC510': ['120']}
FN,SANKEN_2SD2082,2SD2082,-55,Entity parts: {'2SB1382': ['120']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N222AUA,30,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP,25,Entity vals: ['300']
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CGTA,130,Entity parts: {'ZXTN19100C': ['100']}
FN,DIODESINCORPORATED_FCX495TC,FCX495TA,7,Entity parts: {'FCX495': ['150']}
FN,CSEMS05382-1,BC547,500,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,4.0,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281AG,45,Entity vals: ['230']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92L,-55,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B,400,Entity parts: {'FCX690B-13R': ['45']}
FN,BC546-D,BC547BG,50,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634Q,12,Entity parts: {'FMMT634QTA': ['100']}
FN,DIODS13249-1,BC817-16,NPN,"Entity vals: ['25', '45']"
FN,NXPUSAINC_PN2222A116,PN2222A,75,Entity parts: {'PN2907A': ['40']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92L,Y,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,-55,Entity vals: ['80']
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,500,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT1G,25,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,STMICROELECTRONICS_BC14116,BC141-16,N,Entity parts: {'BC161-16': ['60']}
FN,BC546-D,BC547B,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92,5.0,Entity parts: {'MPSA92-BP': ['300']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA62,20,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,STMICROELECTRONICS_D45H11FP,D44H11FP,40,Entity parts: {'D45H11FP': ['80']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BK,2.1,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMFTA,235,Entity parts: {'ZXTP26020DMF': ['20']}
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634Q,Y,Entity parts: {'FMMT634QTA': ['100']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA65,625,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP-HF,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP,5.0,Entity parts: {'MPSA92-BP': ['300']}
FN,STMICROELECTRONICS_STI130051,STI13005-1,8,Entity vals: ['400']
FN,BC546-D,BC546BG,80,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547BRL1G,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODS13249-1,BC817,5.0,"Entity parts: {'BC817-16': ['25', '45']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA66,75000,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,STMICROELECTRONICS_BUV48A,BUV48A,125,Entity vals: ['450']
FN,DIODS13249-1,BC817-16,100,"Entity vals: ['25', '45']"
FN,BC546-D,BC546B,80,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,PNP,Entity vals: ['20']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92L,5.0,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,-55,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,NXPUSAINC_PN2222A116,PN2222A,50,Entity parts: {'PN2907A': ['40']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,1.7,Entity parts: {'AP02002': ['40']}
FN,ONSEMICONDUCTOR_BC489G,BC489A,15,Entity parts: {'BC489RL1G': ['80']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12,-55,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,STMICROELECTRONICS_STB13007DT4,STB13007DT4,80,Entity vals: ['400']
FN,ONSEMICONDUCTOR_BC489G,BC489,5.0,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_FCX705TA,FCX705,-55,Entity vals: ['120']
FN,BC546-D,BC548B,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302A,PNP,Entity parts: {'MJW3281AG': ['230']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BK,NPN,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODESINCORPORATED_FZT651TC,FZT651,80,Entity parts: {'FZT651TC': ['60']}
FN,DIODESINCORPORATED_FCX495TC,FCX495,10,Entity vals: ['150']
FN,SANKEN_2SD2082,2SD2082,6,Entity parts: {'2SB1382': ['120']}
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,1,Entity parts: {'AP02002': ['150']}
FN,BC546-D,BC548CZL1G,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,N,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATC,-55,Entity vals: ['20']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP,NPN,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,235,Entity vals: ['20']
FN,CSEMS05382-1,BC548C,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_BC489G,BC489G,40,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008Z,Y,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,400,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT3G,5.0,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,STMICROELECTRONICS_STB13007DT4,STB13007DT4,18,Entity vals: ['400']
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATX,NPN,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,BC546-D,BC547BRL1G,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP-HF,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX495TC,FCX495TA,50,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_FCX495TC,FCX495,1,Entity vals: ['150']
FN,ONSEMICONDUCTOR_NSS20600CF8T1G,NSS20600CF8T1G,PNP,Entity vals: ['20']
FN,DIODESINCORPORATED_FZT651TC,FZT651,150,Entity parts: {'FZT651TC': ['60']}
FN,DIODESINCORPORATED_FZT651TC,FZT651,-55,Entity parts: {'FZT651TC': ['60']}
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,14,"Entity parts: {'MJE210': ['450', '100']}"
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06WT1G,100,Entity parts: {'MMBTA06WT1': ['80']}
FN,BC546-D,BC547B,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547BG,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,75,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,DIODESINCORPORATED_FMMT597TC,FMMT597,500,Entity parts: {'FMMT597TA': ['300']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA65,50000,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,BC546-D,BC546,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651TC,NPN,Entity vals: ['60']
FN,DIODESINCORPORATED_FCX558TA,FCX558,Y,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13,2,Entity parts: {'2DA1213Y-13R': ['50']}
FN,STMICROELECTRONICS_2STF2550,2STF2550,-65,Entity vals: ['50']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A,NPN,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC546,80,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,STMICROELECTRONICS_BC14116,BC141-16,-55,Entity parts: {'BC161-16': ['60']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5-13,PNP,Entity parts: {'AP02002': ['40']}
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMFTA,7,Entity parts: {'ZXTP26020DMF': ['20']}
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,60,Entity vals: ['80']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT1G,PNP,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_FCX705TA,FCX705,PNP,Entity vals: ['120']
FN,STMICROELECTRONICS_BUL804,BUL804,70,Entity vals: ['450']
FN,MICROSEMICORPORATION_2N2484UB,2N2484UA,6.0,Entity vals: ['60']
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281A,200,Entity parts: {'MJW3281AG': ['230']}
FN,BC546-D,BC547ARL,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,SANKEN_2SC5100,2SC5100,6,Entity parts: {'2SC510': ['120']}
FN,DIODS13249-1,BC818,150,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,100,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92L,40,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,CSEMS05382-1,BC546B,80,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_2DD26527,2DD2652-7,500,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,BC546-D,BC548,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP,PNP,Entity parts: {'MPSA92-BP': ['300']}
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,10,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATX,75,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP-HF,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX491ATA,FCX491A,Y,Entity parts: {'FCX491ATA': ['40']}
FN,CENTRALSEMICONDUCTORCORP_CENU45,CEN-U45,N,Entity vals: ['40']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRAG,20000,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,1.0,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,DIODESINCORPORATED_FCX495TC,FCX495TA,170,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_FCX558TA,FCX558TA,7,Entity parts: {'AP02002': ['400']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,15,Entity parts: {'ZXTP718MATC': ['20']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_2DD26527,2DD2652-7,NPN,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,150,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,SANKEN_2SC4886,2SC4886,5,Entity parts: {'2SA1860': ['150']}
FN,DIODESINCORPORATED_FZT758TC,FZT758,PNP,Entity parts: {'AP02002': ['400']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA63,N,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP-HF,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX491ATA,FCX491ATA,35,Entity vals: ['40']
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93L,Y,"Entity vals: ['200', '300']"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,740,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,40,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,CSEMS05382-1,BC547A,500,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06WT1G,N,Entity parts: {'MMBTA06WT1': ['80']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT3G,150,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06WT1G,150,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,250,Entity parts: {'AP02002': ['40']}
FN,DIODESINCORPORATED_FCX495TC,FCX495-13R,-65,Entity parts: {'FCX495': ['150']}
FN,BC546-D,BC547A,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_BC489G,BC489AG,NPN,Entity parts: {'BC489RL1G': ['80']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC546BZL1G,200,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRPG,NPN,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,CSEMS03485-1,2N3905,50,Entity parts: {'2N3904': ['40']}
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008Z,30,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,BC546-D,BC548,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP-HF,25,Entity parts: {'MPSA92-BP': ['300']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT1G,40,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,7,Entity parts: {'AP02002': ['150']}
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008Z,7,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP-HF,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CSEMS05382-1,BC547A,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281A,15,Entity parts: {'MJW3281AG': ['230']}
FN,DIODS13249-1,BC818,40,"Entity parts: {'BC817-16': ['25', '45']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92,1.5,Entity parts: {'MPSA92-BP': ['300']}
FN,STMICROELECTRONICS_STI130051,STI13005-1,24,Entity vals: ['400']
FN,CSEMS03485-1,2N3906,200,Entity parts: {'2N3904': ['40']}
FN,ONSEMICONDUCTOR_BC489G,BC489RL1G,40,Entity vals: ['80']
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,150,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,BC546-D,BC547CG,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93L,225,"Entity vals: ['200', '300']"
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,-55,Entity parts: {'ZXTN19100C': ['100']}
FN,ONSEMICONDUCTOR_2N3442G,2N3442G,20,Entity vals: ['140']
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP-HF,1.5,Entity parts: {'MPSA92-BP': ['300']}
FN,BC546-D,BC548C,6.0,"Entity vals: ['30', '45', '65']"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA66,-65,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,CSEMS05382-1,BC546,110,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZTX789ASTZ,ZTX789A,250,Entity vals: ['25']
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,-65,"Entity parts: {'MJE210': ['100', '400']}"
FN,DIODESINCORPORATED_ZTX415STZ,ZTX415,260,Entity vals: ['100']
